代码,    名称,现价,涨幅,涨跌,4分钟涨速,主力净量,总手,换手,量比,自选时间,自选价格,自选收益,现手,开盘,昨收,最高,最低,市盈(动),市净率,委比%,振幅,总市值,实体涨幅
SZ002059,云南旅游,5.11,2.61%,0.13,0.00%,0.05,11692976,1.19%,0.87,20251124,6.02,-15.12%,247900--,4.99,4.98,5.12,4.97,,4.03,3.44,3.01%,5173541900,2.40%
SZ300620,光库科技,162.16,-1.36%,-2.24,0.00%,-0.31,13634261,5.52%,0.79,20251121,110.5,46.75%,100--,161.02,164.4,166.43,156,262.8,19.46,64.05,6.34%,40407117000,0.71%
SZ002612,朗姿股份,17.64,2.02%,0.35,-0.11%,-0.1,5770402,2.27%,0.74,20251121,20.62,-14.45%,125600--,17.25,17.29,17.69,17.15,5.92,2.29,10.77,3.12%,7804736400,2.26%
SZ002264,新 华 都,9.45,0.64%,0.06,0.00%,-0.06,17003438,2.60%,0.51,20250905,7.3,29.45%,183800--,9.35,9.39,9.48,9.27,28.67,3.41,-3.27,2.24%,6802216800,1.07%
SZ300058,蓝色光标,16.51,-0.78%,-0.13,0.00%,-0.29,196913400,5.66%,0.54,20251121,9.29,77.72%,1300--,16.51,16.64,16.7,16.39,227.2,7.47,30.75,1.86%,59274552000,0.00%
SH605398,新炬网络,31.39,2.48%,0.76,0.00%,-0.01,5690120,3.50%,0.87,20251121,33.61,-6.61%,173900--,30.31,30.63,32.39,30.3,377,4.96,-21.92,6.82%,5107667100,3.56%
920770,艾能聚,18,0.06%,0.01,0.00%,-0.12,2379520,2.91%,0.49,20251120,26,-30.77%,57071--,18,17.99,18.22,17.85,35.48,3.8,79.82,2.06%,2342379200,0.00%
SH688486,龙迅股份,69.42,1.36%,0.93,0.00%,0.01,1147872,0.86%,0.44,20251120,75.15,-7.62%,22168--,68.35,68.49,70.23,68.01,53.84,5.9,-39.88,3.24%,9255607700,1.57%
SH600152,维科技术,9.39,-1.88%,-0.18,0.00%,-0.35,47126900,8.91%,0.77,20251119,8.83,6.34%,545700--,9.57,9.57,9.62,9.28,,2.92,-27.01,3.55%,4968055300,-1.88%
SH600346,恒力石化,25.36,-0.08%,-0.02,-0.04%,-0.02,40657960,0.58%,0.58,20251119,19.57,29.59%,217705--,25.01,25.38,25.66,24.4,26.66,2.76,-36.3,4.96%,178511570000,1.40%
SZ002878,元隆雅图,17.07,-0.52%,-0.09,0.00%,-0.57,9861500,4.18%,0.96,20251119,20.97,-18.60%,80000--,16.96,17.16,17.17,16.63,373.3,3.48,83.78,3.15%,4472198800,0.65%
SZ300781,因赛集团,39.42,1.91%,0.74,0.13%,0.27,5208435,4.30%,0.75,20251119,39.57,-0.38%,77300--,38.59,38.68,39.59,38.4,177.3,9.69,-29.41,3.08%,6471791900,2.15%
SZ002127,南极电商,3.03,1.34%,0.04,0.00%,0.04,22834401,1.14%,0.77,20251119,3.67,-17.44%,943000--,2.98,2.99,3.03,2.96,130.4,1.78,36.16,2.34%,7438257300,1.68%
SH601133,柏诚股份,15.98,-1.54%,-0.25,-0.06%,-0.68,11114156,7.44%,0.6,20251118,13.16,21.43%,140500--,16.11,16.23,16.27,15.96,47.6,2.88,4.18,1.91%,8437734400,-0.81%
SH603929,亚翔集成,135.25,-1.13%,-1.55,-0.13%,-0.04,2505483,1.17%,0.56,20251118,58.18,132.47%,25569--,136.8,136.8,141,135.17,48.91,15.46,21.68,4.26%,28856940000,-1.13%
SZ300166,东方国信,12.7,5.66%,0.68,-0.08%,0.29,122941690,13.57%,1.23,20251118,11.49,10.53%,400--,11.86,12.02,12.98,11.75,,2.47,-54.49,10.23%,14462071000,7.08%
SZ300658,延江股份,30.26,10.32%,2.83,0.17%,1.48,49981388,22.16%,1.11,20251118,10.97,175.84%,200--,27.74,27.43,30.66,26.3,177.7,7.5,83.15,15.90%,10069441800,9.08%
SH688365,光云科技,20.89,1.16%,0.24,0.58%,0.05,8147753,1.91%,0.59,20251118,16.45,26.99%,267990--,20.53,20.65,21.05,20.46,,9.41,-23.39,2.86%,8895477600,1.75%
SZ003022,联泓新科,20.39,1.19%,0.24,0.00%,0.03,9964606,0.75%,0.77,20251117,22.39,-8.93%,100700--,20.01,20.15,20.58,19.6,87.88,3.69,14.85,4.86%,27232232000,1.90%
SZ000090,天健集团,3.92,1.29%,0.05,0.26%,0.09,17695954,0.95%,0.74,20251112,3.88,1.03%,98400--,3.85,3.87,3.93,3.84,272.9,0.649,-10.97,2.33%,7324698100,1.82%
SH600459,贵研铂业,23.14,-1.28%,-0.3,-0.04%,-0.2,21965726,2.89%,0.38,20251114,18.71,23.68%,196000--,23,23.44,23.47,22.73,26.34,2.37,41.57,3.16%,17581937000,0.61%
SH600819,耀皮玻璃,8.2,2.12%,0.17,0.00%,0.05,7907710,1.06%,0.69,20251114,9.56,-14.23%,44300--,7.98,8.03,8.21,7.98,48.5,2.09,-57.52,2.86%,8009408000,2.76%
SZ002957,科瑞技术,28.4,-1.29%,-0.37,0.04%,-0.15,23093214,5.52%,0.67,20251114,20.51,38.47%,223400--,28.5,28.77,29.09,27.38,36.24,3.72,75.48,5.94%,11927502000,-0.35%
SH600126,杭钢股份,9.07,3.19%,0.28,0.00%,-0.03,154375390,4.57%,0.8,20251113,9.3,-2.47%,3229340--,8.67,8.79,9.15,8.63,228.4,1.57,-8.99,5.92%,30631105000,4.61%
01910,新秀丽,17.73,2.37%,0.41,-1.50%,0.01,4785847,0.33%,0.44,20251113,19.52,-9.17%,547800--,17.5,17.32,17.99,17.32,13.07,2.23,-30.96,3.87%,25996448000,1.31%
SZ300035,中科电气,19.96,-0.30%,-0.06,-0.05%,-0.12,13244113,2.27%,0.63,20251112,26.46,-24.57%,217600--,19.98,20.02,20.12,19.84,25.54,2.79,23.5,1.40%,13681116000,-0.10%
SZ300360,炬华科技,18.61,2.20%,0.4,0.05%,0.1,27224053,5.44%,1.83,20251111,19.51,-4.61%,3300--,18.27,18.21,18.85,18.27,14.96,2.27,49.25,3.19%,9569022400,1.86%
01896,猫眼娱乐,6.14,2.33%,0.14,0.00%,0.08,4457202,0.38%,0.65,20251111,7.94,-22.67%,49400--,6.04,6,6.17,6,18.23,0.734,-15.25,2.83%,7135594500,1.66%
SZ301398,星源卓镁,58.26,2.03%,1.16,0.03%,0.05,1834840,4.93%,0.68,20250624,39.49,47.53%,19000--,56.61,57.1,60.5,56.53,108.6,5.82,55.54,6.95%,6525120000,2.91%
SZ002218,拓日新能,6.29,1.78%,0.11,0.00%,0.01,106025154,7.61%,0.76,20250701,3.25,93.54%,635200--,6.12,6.18,6.45,6.05,,2.19,30.09,6.47%,8887899300,2.78%
SH603345,安井食品,92.13,0.36%,0.33,0.00%,-0.02,3858977,1.32%,0.84,20251110,78.08,17.99%,24200--,91.8,91.8,93.26,90.53,24.26,2.03,60.89,2.97%,30705909000,0.36%
00291,华润啤酒,26.8,4.12%,1.06,0.08%,0.05,15499687,0.48%,0.92,20251110,27.94,-4.08%,7542000--,25.74,25.74,26.8,25.44,6.85,2.19,-28.23,5.28%,86943941000,4.12%
SZ300751,迈为股份,261.52,-1.31%,-3.48,0.00%,0.01,5742850,2.97%,0.66,20251110,115.39,126.64%,400--,263.41,265,268.83,260.21,82.63,9.3,63.05,3.25%,73069997000,-0.72%
SZ002217,合力泰,2.7,-8.16%,-0.24,0.00%,-3.54,676938320,9.30%,5,20250826,3.72,-27.42%,4492200--,2.7,2.94,2.73,2.65,850.4,10.79,34.44,2.72%,20194377000,0.00%
SH688599,天合光能,17.99,1.81%,0.32,-0.11%,0.03,41804271,1.78%,0.69,20251107,22.21,-19.00%,480081--,17.67,17.67,18.15,17.46,,1.91,-17.36,3.90%,42142793000,1.81%
SZ300438,鹏辉能源,47.34,2.36%,1.09,0.02%,0.24,20761402,5.14%,0.52,20251107,52.61,-10.02%,175400--,46.1,46.25,47.99,45.73,156,4.57,51.36,4.89%,23828275000,2.69%
SH600391,航发科技,50.65,6.63%,3.15,0.10%,1.96,37100328,11.24%,1.68,20251107,28.79,75.93%,143651--,46.98,47.5,52.25,46.98,427.7,9.53,70.01,11.09%,16721052000,7.81%
SH600596,新安股份,13.16,1.94%,0.25,-0.15%,0.02,28415896,2.11%,0.9,20251107,10.75,22.42%,229762↑,12.82,12.91,13.3,12.71,186.6,1.43,-24.19,4.57%,17760697000,2.65%
SH603260,合盛硅业,48.76,1.52%,0.73,0.10%,0.01,7224500,0.61%,0.76,20251107,54.85,-11.10%,76200--,47.78,48.03,48.77,47.24,,1.8,-29.86,3.19%,57644410000,2.05%
SH600141,兴发集团,40.06,2.61%,1.02,0.00%,0.15,30753668,2.56%,0.91,20251107,32.24,24.26%,199900↑,38.72,39.04,40.65,38.39,27.39,2.03,48.72,5.79%,48141699000,3.46%
SH688676,金盘科技,102.06,0.87%,0.88,0.01%,0.11,20393770,4.44%,1.23,20251107,92.18,10.72%,200--,103.22,101.18,105.58,99.67,71.1,8.97,38.68,5.84%,46925592000,-1.12%
SH600219,南山铝业,7.44,-4.12%,-0.32,0.00%,-0.21,312814040,2.72%,0.76,20251106,5.08,46.46%,3931100--,7.58,7.76,7.67,7.25,16.99,1.66,30.34,5.41%,85438740000,-1.85%
SZ300775,三角防务,41.1,3.95%,1.56,0.24%,0.14,40700206,7.66%,0.77,20251106,30.59,34.36%,200--,39.07,39.54,41.5,38.85,44.95,3.85,26.69,6.70%,22504234000,5.20%
SH688048,长光华芯,157.5,-7.18%,-12.18,-0.03%,-0.6,15057920,8.54%,0.96,20251106,75.22,109.39%,134--,163.81,169.68,164,151,1422,9.24,-78.5,7.66%,27764091000,-3.85%
SH600185,珠免集团,6.73,1.66%,0.11,-0.30%,0.08,24295339,1.29%,0.59,20250724,6.15,9.43%,359100--,6.6,6.62,6.76,6.57,,22.16,-17.83,2.87%,12686089000,1.97%
SZ300127,银河磁体,35.94,-0.58%,-0.21,0.08%,-0.19,6293994,2.73%,0.54,20251104,33.07,8.68%,50800--,35.95,36.15,36.77,35.61,59.96,7.84,47.09,3.21%,11613880200,-0.03%
SZ002555,三七互娱,23.07,0.17%,0.04,0.00%,0,29475566,1.84%,0.59,20251104,23.44,-1.58%,531300--,22.85,23.03,23.07,22.77,16.32,3.79,17.45,1.30%,51036323000,0.96%
SZ300678,中科信息,31.49,1.98%,0.61,0.00%,-0.17,7140062,2.45%,0.8,20251104,34.22,-7.98%,102100--,30.52,30.88,31.73,30.52,1551,11.03,-33.53,3.92%,9333204400,3.18%
SH600550,保变电气,18.71,-1.68%,-0.32,0.00%,-0.78,205581590,11.16%,1.17,20250401,9.11,105.38%,2236300--,18.68,19.03,19.27,18.56,177.1,44.01,52.45,3.73%,34454998000,0.16%
SH603658,安图生物,35,1.74%,0.6,-0.09%,0.01,1905195,0.33%,0.76,20251103,38.33,-8.69%,19500--,34.33,34.4,35.1,34.32,17.45,2.29,73.38,2.27%,19999867000,1.95%
SH688058,宝兰德,30.4,2.39%,0.71,-0.26%,-0.05,1189844,1.57%,0.46,20251010,32.6,-6.75%,15375--,29.5,29.69,30.48,29.3,,3.64,-50.83,3.97%,2305430900,3.05%
SH600439,瑞贝卡,2.74,1.86%,0.05,0.00%,0.04,12482360,1.10%,0.69,20251031,3.11,-11.90%,132700--,2.68,2.69,2.75,2.68,198.7,1.18,-7.02,2.60%,3101640100,2.24%
SZ002131,利欧股份,8.67,1.17%,0.1,0.00%,0.21,525540340,8.98%,0.63,20251031,5.34,62.36%,7082330--,8.48,8.57,8.75,8.4,74.77,4.44,-13.35,4.08%,58711321000,2.24%
SH688095,福昕软件,79.6,1.34%,1.05,0.00%,0.23,2058614,2.25%,0.71,20251031,107.4,-25.88%,20761--,79.35,78.55,80.16,78.55,264.2,2.77,-31.64,2.05%,7272218100,0.32%
SH688280,精进电动-UW,10.65,3.20%,0.33,0.00%,0.16,25291399,4.86%,0.65,20250827,10.2,4.41%,537590--,10.24,10.32,10.72,10.17,38.86,8.45,-41.83,5.33%,6285860800,4.00%
SZ002790,瑞尔特,8.15,2.39%,0.19,0.00%,0,3512772,1.35%,0.65,20250219,8.04,1.37%,75800--,7.96,7.96,8.15,7.91,41.48,1.62,-26.64,3.02%,3405659200,2.39%
SH688006,杭可科技,26.89,-0.15%,-0.04,-0.11%,0.01,5044959,0.84%,0.64,20251031,34.05,-21.03%,46648--,26.93,26.93,27.17,26.59,41.18,3,-7.38,2.15%,16232744000,-0.15%
SH600026,中远海能,25.24,1.04%,0.26,0.04%,0.39,192767550,5.55%,1.05,--,--,--,1720700--,24.49,24.98,26.18,24.01,38,3.04,12.87,8.69%,137942170000,3.06%
SH603799,华友钴业,69.07,-3.34%,-2.39,0.00%,-0.18,46036099,2.44%,0.93,20251030,62.81,9.97%,348700--,70.4,71.46,70.88,68.68,23.3,2.75,26.94,3.08%,131006968000,-1.89%
SZ002493,荣盛石化,15.24,-1.36%,-0.21,-0.07%,0.03,65814016,0.70%,0.72,20251029,10.12,50.59%,318308--,15.38,15.45,15.46,14.77,128.5,3.48,51.75,4.47%,152239100000,-0.91%
SZ002645,华宏科技,15.34,-0.58%,-0.09,0.20%,-0.1,15369761,2.75%,0.58,20251029,17,-9.76%,88826--,15.38,15.43,15.65,15.22,36.74,2.41,66.04,2.79%,9627389500,-0.26%
SZ002150,正泰电源,27.08,0.93%,0.25,0.11%,0.04,17221060,4.80%,0.96,20250618,11.75,130.47%,197500--,27.2,26.83,27.75,26.48,53.61,4.86,10.1,4.73%,9772327200,-0.44%
SZ002418,康盛股份,4.97,0.20%,0.01,0.20%,-0.04,41036800,3.61%,0.86,20250915,4.72,5.30%,626100--,4.91,4.96,5.02,4.9,306.2,3.92,-50.34,2.42%,5647908000,1.22%
SH600478,科力远,7.73,-0.39%,-0.03,-0.13%,0.11,49260800,2.96%,0.39,20250617,5.52,40.04%,655200--,7.71,7.76,7.85,7.65,73.35,4.44,35.39,2.58%,12874631300,0.26%
SH603876,鼎胜新材,18.84,-0.42%,-0.08,0.00%,0.01,19181814,2.06%,0.57,20251029,11.25,67.47%,208000--,18.93,18.92,19.3,18.46,42.81,2.39,41.7,4.44%,17507394000,-0.48%
SZ000969,安泰科技,24.14,-1.87%,-0.46,0.00%,-0.23,32502755,3.14%,0.48,20251029,23.6,2.29%,331600--,24.29,24.6,24.7,23.95,67.54,4.48,49.15,3.05%,25359538000,-0.62%
SZ300589,江龙船艇,19.51,-0.91%,-0.18,-0.26%,-0.57,31598866,13.64%,0.64,20251028,15.07,29.46%,100--,19.66,19.69,20.24,19.17,,9.37,12.46,5.43%,7368302600,-0.76%
SZ301381,赛维时代,19.97,0.96%,0.19,0.00%,0.03,2457872,1.26%,0.58,20251028,24.01,-16.83%,26600--,19.68,19.78,20.01,19.58,28.81,3.03,54.59,2.17%,8057060300,1.47%
SH600150,中国船舶,38.93,0.44%,0.17,0.00%,0.02,98363388,1.31%,0.83,20251028,36.62,6.31%,846655--,38.55,38.76,39.45,38.43,37.55,2.08,52.61,2.63%,292972440000,0.99%
SZ300581,晨曦航空,15.49,0.39%,0.06,-0.07%,-0.04,10414799,1.89%,0.44,20251010,17.95,-13.70%,161800--,15.35,15.43,15.64,15.21,,8.92,14.29,2.79%,8521196900,0.91%
920706,铁拓机械,26.95,0.75%,0.2,0.00%,-1.24,2630629,6.21%,0.69,--,--,--,65369--,26.5,26.75,27.2,26.49,44.38,4.18,32.53,2.65%,2490321400,1.70%
SZ300474,景嘉微,67.52,0.36%,0.24,0.00%,-0.07,5972091,1.47%,0.43,20251028,75.35,-10.39%,65200--,67,67.28,67.75,66.78,,5.06,29.02,1.44%,35287250000,0.78%
SZ300128,锦富技术,6.93,-0.57%,-0.04,0.00%,0.02,18725599,1.44%,0.55,20251028,8.28,-16.30%,265700--,6.91,6.97,6.97,6.85,,13.61,13.59,1.72%,9002869800,0.29%
SZ002318,久立特材,35.48,4.45%,1.51,0.17%,0.04,12479993,1.31%,1.15,20251027,26.07,36.10%,108700--,33.97,33.97,35.85,33.77,20.61,4.25,-51.45,6.12%,34670017000,4.45%
SZ002213,大为股份,27.99,3.02%,0.82,0.00%,0.27,18599500,9.00%,0.99,20250220,18.2,53.79%,275800--,26.7,27.17,28.08,26.69,,12.21,-61.69,5.12%,6647202900,4.83%
SZ300424,航新科技,18.93,3.44%,0.63,0.00%,0.18,14083007,5.74%,0.97,20250626,16.59,14.10%,119600--,18.28,18.3,19.26,18.24,197.7,6.11,8.53,5.57%,4646086900,3.56%
SH605208,永茂泰,12.9,2.06%,0.26,0.00%,0.03,5108998,1.55%,0.71,20251027,14.26,-9.54%,67300--,12.7,12.64,13.09,12.56,63.62,1.96,-22.04,4.19%,4256226000,1.57%
SH688069,德林海,28.25,3.67%,1,0.21%,0.21,3232810,2.86%,1.57,20251027,24.2,16.74%,32989--,27.23,27.25,28.77,27.01,61.03,2.46,10.19,6.46%,3192250000,3.75%
SZ002171,楚江新材,12.81,-1.23%,-0.16,0.00%,-0.27,37687389,2.34%,0.64,20251027,12.85,-0.31%,508900--,12.85,12.97,13.03,12.74,43.9,2.4,69.4,2.24%,20789834000,-0.31%
SH603920,世运电路,57.49,1.86%,1.05,0.00%,0.47,34891997,4.84%,0.95,20251027,42.99,33.73%,154100--,55.78,56.44,59.65,55.13,49.7,6.21,11.15,8.01%,41426852000,3.07%
SH600855,航天长峰,19.16,-0.10%,-0.02,-0.10%,-0.06,12769264,2.73%,0.44,20251027,15.3,25.23%,167400--,19,19.18,19.42,18.86,,5.86,3.53,2.92%,8977278700,0.84%
SH600792,云煤能源,4.89,0.82%,0.04,0.00%,-0.07,59983700,5.40%,0.75,20251027,4.72,3.60%,666600--,4.75,4.85,4.93,4.58,,1.91,-60.33,7.22%,5427526400,2.95%
SZ301616,浙江华业,50.92,2.43%,1.21,0.04%,0.18,602160,3.01%,0.65,20250811,53.5,-4.82%,5400--,49.3,49.71,51.18,49.3,16.88,2.85,60.77,3.78%,4073600000,3.29%
SZ002215,诺 普 信,11.39,2.24%,0.25,-0.18%,-0.06,19953637,2.48%,0.83,20251024,11.03,3.26%,118400↑,11.1,11.14,11.49,11.06,14.91,2.76,8.64,3.86%,11442779100,2.61%
SH601008,连云港,5.26,-0.57%,-0.03,0.00%,-0.02,40272803,3.25%,0.45,20251024,5.85,-10.09%,313600--,5.25,5.29,5.29,5.13,46.09,1.58,5.39,3.02%,6525755900,0.19%
SZ300223,北京君正,124.53,1.24%,1.53,-0.08%,0.26,20748087,4.93%,0.83,20250822,76,63.86%,300--,121.63,123,125.9,121.26,176.2,4.85,71.39,3.77%,60090796000,2.38%
SH603232,格尔软件,25.82,0.43%,0.11,0.00%,-0.77,37974599,16.42%,1.24,20251024,19.43,32.89%,523100--,24.93,25.71,26.18,24.93,,4.49,38.52,4.86%,6044002300,3.57%
SH688208,道通科技,34.35,2.14%,0.72,-0.09%,0.07,8791421,1.31%,0.75,20251024,37.87,-9.29%,83033--,33.54,33.63,35,33.35,24.62,5.95,58.83,4.91%,23020801000,2.42%
SZ300129,泰胜风能,13.7,1.48%,0.2,0.07%,-0.03,46876585,6.52%,0.79,20250919,7.8,75.64%,200--,13.38,13.5,14.08,13.34,52.6,2.64,62.36,5.48%,15191289000,2.39%
SZ002611,东方精工,16.8,-0.24%,-0.04,0.00%,-0.14,17342601,1.73%,0.5,20251024,18.05,-6.93%,236820--,16.76,16.84,16.91,16.71,30.05,3.75,46.79,1.19%,20450411000,0.24%
SZ300328,宜安科技,18,-1.21%,-0.22,0.06%,-0.25,21780556,3.17%,0.46,20251023,15.63,15.16%,359700--,18.12,18.22,18.33,17.81,27178,11.35,77.05,2.85%,12427624800,-0.66%
SH600309,万华化学,93,4.26%,3.8,-0.02%,0.1,38044628,1.22%,0.86,20251023,62.73,48.25%,316800--,88.65,89.2,93.48,87.6,23.84,2.77,-14.91,6.59%,291133860000,4.91%
SH600435,北方导航,17.85,-3.04%,-0.56,-0.11%,-0.24,63854777,4.22%,0.57,20251023,14.37,24.22%,1227200--,18.3,18.41,18.31,17.71,162.6,9.25,40.97,3.26%,26995586000,-2.46%
SH600496,精工钢构,4.4,1.62%,0.07,-0.23%,0.02,20223249,1.02%,0.91,20251023,4.1,7.32%,187300--,4.32,4.33,4.43,4.3,11.14,0.953,-49.93,3.00%,8756549800,1.85%
SZ000027,深圳能源,7.07,0.71%,0.05,-0.28%,-0.08,37299499,0.78%,0.73,20251023,7.51,-5.86%,403700--,7.01,7.02,7.11,6.97,12.84,1.03,-29.69,1.99%,33634747000,0.86%
SH601099,太平洋,4.04,1.51%,0.06,0.00%,0.19,104543542,1.53%,0.79,20251023,4.52,-10.62%,1594800--,3.97,3.98,4.05,3.96,84.08,2.77,-14.65,2.26%,27537918000,1.76%
SZ002337,赛象科技,6.81,0.89%,0.06,0.15%,-0.06,9218835,1.57%,0.56,20250326,6.08,12.01%,167500--,6.71,6.75,6.84,6.69,60.51,3.04,-73.36,2.22%,4008473300,1.49%
SH688019,安集科技,247.3,-0.68%,-1.7,-0.08%,-0.04,1653714,0.98%,0.49,20251023,207.76,19.03%,16111--,248,249,250.88,247,52.82,11.79,36.35,1.56%,41685494000,-0.28%
SZ301363,美好医疗,29.5,1.97%,0.57,-0.07%,0.1,13969783,3.74%,1.11,20251022,23.83,23.79%,116200--,28.68,28.93,30.48,28.5,60.45,4.53,52.43,6.84%,16781700000,2.86%
SH601100,恒立液压,106.97,0.54%,0.57,-0.03%,0.02,9133166,0.68%,1.06,20251022,93.48,14.43%,93251--,105.8,106.4,108.12,104.55,51.55,8.41,-45.33,3.36%,143427620000,1.11%
SH603590,康辰药业,40.89,2.56%,1.02,-0.02%,-0.09,2080700,1.32%,0.98,20251022,50.49,-19.01%,15800--,39.84,39.87,41.5,39.5,38.13,2.04,-76.63,5.02%,6501938400,2.64%
SH601101,昊华能源,8.44,-1.52%,-0.13,-0.12%,-0.03,20380922,1.42%,0.56,20251022,7.9,6.84%,180620--,8.45,8.57,8.52,8.25,16.45,1.01,-61.56,3.15%,12153582500,-0.12%
SH688037,芯源微,189.79,-8.10%,-16.73,0.00%,-0.54,8053600,3.99%,1.85,20251022,127.04,49.39%,60520--,205.84,206.52,209.58,187.35,533.8,13.7,56.38,10.76%,38266845000,-7.80%
SH601061,中信金属,14.46,-1.57%,-0.23,-0.07%,-0.15,13157190,2.63%,0.55,20251021,11.24,28.65%,162300--,14.55,14.69,14.8,14.44,22.85,3,59.15,2.45%,70854000000,-0.62%
SZ300700,岱勒新材,14.29,-0.14%,-0.02,0.00%,0.07,6399900,2.37%,0.57,20251021,11.83,20.79%,82300--,14.23,14.31,14.5,14.06,,6.54,47.12,3.07%,5673541900,0.42%
SZ300221,银禧科技,10.8,0.47%,0.05,0.09%,-0.27,12917609,2.83%,0.55,20251020,8.35,29.34%,169500--,10.65,10.75,10.92,10.65,45.3,3.56,-13.09,2.51%,5116550600,1.41%
SZ000519,中兵红箭,19.99,-2.20%,-0.45,-0.10%,-0.25,54430524,3.91%,0.48,20251020,19.37,3.20%,673200--,20.08,20.44,20.27,19.8,,2.73,12.26,2.30%,27837254000,-0.45%
SH601111,中国国航,7.69,0.65%,0.05,-0.26%,-0.03,120929616,1.04%,0.95,20251020,8.71,-11.71%,788278--,7.61,7.64,7.74,7.48,53.82,2.89,-34.58,3.40%,134178357000,1.05%
SZ300120,经纬辉开,8.65,-0.23%,-0.02,0.00%,0.03,18851100,3.57%,1.17,20250612,8.09,6.92%,152000--,8.67,8.67,8.67,8.4,,1.67,7.53,3.11%,4968507500,-0.23%
SZ002664,信质集团,22.93,-0.52%,-0.12,0.09%,-0.24,7646446,1.90%,0.87,20251020,32.36,-29.14%,93500--,23.06,23.05,23.43,22.78,57.78,2.65,50.24,2.82%,9360026000,-0.56%
SZ002829,星网宇达,27.11,1.23%,0.33,0.00%,-0.1,5641135,3.86%,0.61,20251017,23.28,16.45%,53200--,26.65,26.78,27.45,26.46,110.1,3.28,39.82,3.70%,5633712700,1.73%
SZ301137,哈焊华通,58.65,-1.96%,-1.17,0.10%,-0.88,14685825,8.08%,1.09,20251009,46.1,27.22%,400--,57.99,59.82,59.28,57.22,306.5,7.78,48.39,3.44%,10663355900,1.14%
SH600438,通威股份,--,--,--,--,--,0,0.00%,0,20251016,24.84,-26.89%,----,--,18.16,--,--,,1.96,--,--,81756140000,--
SH688768,容知日新,49.91,3.14%,1.52,0.00%,0.19,2310216,2.65%,0.57,20251016,46.8,6.65%,17672--,48.06,48.39,50.84,47.98,52.34,3.98,64.73,5.91%,4391516700,3.85%
SH688709,成都华微,46.49,-1.75%,-0.83,-0.06%,0.08,6252520,2.82%,0.73,20251016,49,-5.12%,48267--,47,47.32,47.54,46.41,125.8,9.69,7.72,2.39%,29607018000,-1.09%
SH600259,中稀有色,91.82,-1.06%,-0.98,0.00%,0.23,15645416,4.65%,0.69,20251016,58.2,57.77%,87500--,92.12,92.8,95.25,89.03,181.6,8.84,93.74,6.70%,30891545000,-0.33%
SZ300611,美力科技,26.64,4.06%,1.04,-0.08%,0.08,6232900,4.20%,1.31,20251016,35.48,-24.92%,300--,25.65,25.6,27.15,25.5,36.12,4.58,5.92,6.45%,5623029500,3.86%
SH601012,隆基绿能,18,1.35%,0.24,0.00%,0.06,120323418,1.59%,0.77,20251015,19.72,-8.72%,1149610--,17.76,17.76,18.08,17.58,,2.4,6.83,2.82%,136405160000,1.35%
SH603456,九洲药业,16.82,2.87%,0.47,-0.06%,0,12580891,1.41%,0.97,20251015,20.22,-16.82%,122400--,16.32,16.35,16.86,16.2,15.01,1.71,-31.74,4.04%,14960482000,3.06%
SH600392,盛和资源,27.85,-0.11%,-0.03,-0.04%,0.15,72191786,4.12%,0.52,20251014,25,11.40%,811400--,27.48,27.88,28.64,27.01,46.49,3.67,34.31,5.85%,48816220000,1.35%
SH600745,闻泰科技,32.66,5.05%,1.57,0.00%,0.03,61516408,4.94%,2.23,20251013,41.83,-21.92%,580200--,30.99,31.09,33.98,30.76,20.14,1.2,-11.18,10.36%,40650323000,5.39%
SH600531,豫光金铅,16.5,-0.96%,-0.16,0.00%,-0.16,45057876,3.73%,0.39,20250930,12.97,27.22%,505800--,16.41,16.66,16.73,16.2,24.11,3.11,38.11,3.18%,19952835000,0.55%
SZ301323,新莱福,58.43,1.56%,0.9,0.00%,0.04,1382358,2.04%,0.66,20251013,63.42,-7.87%,12200--,57.5,57.53,58.89,56.96,44.3,2.83,-78.34,3.35%,6169547200,1.62%
SZ000006,深振业Ａ,9.13,4.82%,0.42,0.00%,0.34,39906952,2.96%,1.58,20251013,13.13,-30.46%,137600--,8.62,8.71,9.32,8.6,,2.28,-2.57,8.27%,12325454800,5.92%
SH688152,麒麟信安,36.93,2.61%,0.94,-0.11%,-0.04,1326773,1.29%,0.94,20251013,58.95,-37.35%,7643--,35.99,35.99,37.16,35.91,,3.09,-75.4,3.47%,3797525200,2.61%
SH688031,星环科技-U,253,13.35%,29.79,0.39%,0.74,11952042,9.87%,1.37,20251010,54.91,360.75%,200--,223.22,223.21,255,223.22,,35.53,82.33,14.24%,30647387000,13.34%
SZ301269,华大九天,95.57,0.62%,0.59,0.00%,0,2023923,0.37%,0.52,20251010,121.81,-21.54%,35300--,94.52,94.98,96.05,94.5,4315,10.03,23.96,1.63%,52127472000,1.11%
SZ001206,依依股份,22.7,0.58%,0.13,0.00%,-0.15,2505122,2.36%,0.68,20250725,26.32,-13.75%,42100--,22.5,22.57,22.8,22.42,20.09,2.24,41.67,1.68%,4197089400,0.89%
SH600980,北矿科技,24.81,-0.48%,-0.12,0.04%,-0.07,3908200,2.08%,0.46,20251010,24.21,2.48%,65100--,24.81,24.93,25.17,24.59,41.95,3.24,86.13,2.33%,4695628100,0.00%
